loss,accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,val_kappa,learning_rate
1.6483857043801922,0.7095761381475667,1.408237544317094,0.7357926221335992,0.32994336885111303,0.29421638765901065,0.3049057630097257,0.0001
1.273106590797912,0.7379763094048808,1.1511395554693917,0.7666999002991027,0.40629349489666533,0.369808850136719,0.43356719303199465,0.0001
1.0814736560327278,0.7817896389324961,0.9971230323352511,0.7956131605184447,0.46483780612863895,0.43665936042985226,0.5303770869972364,0.0001
0.9564437592002355,0.8113315256172399,0.8893548070438324,0.8205383848454636,0.5088863926450682,0.5005001127951948,0.6090422249122434,0.0001
0.8638617624975231,0.8328814043099757,0.8099822927088964,0.8374875373878365,0.5387735196672934,0.5399860957238006,0.6568680332702992,0.0001
0.8024295768509172,0.8455829884401312,0.750702587858079,0.8484546360917248,0.5588437305555595,0.5707740715937437,0.6866224179998479,0.0001
0.7523536521550183,0.8550021407164264,0.7043919482874492,0.8564307078763709,0.56873950402746,0.5829281853872017,0.7055604935050108,0.0001
0.7130459969922832,0.8568574282859998,0.6673959299685464,0.864406779661017,0.5800149400686203,0.5957585465782188,0.7253996469055926,0.0001
0.681669889553769,0.8609961467104325,0.637203342857815,0.8713858424725822,0.5903314106831389,0.6062512070708792,0.7412441129120961,0.0001
0.6560797607313552,0.8652775795632939,0.6126641527054801,0.8753738783649053,0.5957244623664381,0.6113992122188844,0.7503564203450308,0.0001
0.6341377781134218,0.8631368631368631,0.5920248464459464,0.8753738783649053,0.5962673977557108,0.6124733116536395,0.7509119156984598,0.0001
0.617953628097495,0.8668474382760097,0.5743459403987915,0.8783649052841476,0.5990346829981499,0.6163577155380435,0.7576997255543367,0.0001
0.5994438590252236,0.8672755815612958,0.5588630664916265,0.8773678963110668,0.6173399611058257,0.6271983928892594,0.7573749793500578,0.0001
0.5864903526593289,0.8719851576994434,0.5458750973145167,0.8773678963110668,0.6173399611058257,0.6271983928892594,0.7573749793500578,0.0001
0.5819249409314704,0.870700727843585,0.5344298446462268,0.8803589232303091,0.6206457909861378,0.6310593967502632,0.764072166160939,0.0001
0.5638337399997667,0.8665620094191523,0.5245544032918082,0.8813559322033898,0.6217269659550471,0.6323463980372646,0.7662947704790921,0.0001
0.5584375959689214,0.874696731839589,0.5161094015079831,0.8843469591226321,0.6240717761509098,0.6340592030287581,0.7719350861408244,0.0001
0.5432036356770829,0.8744113029827315,0.5084901012125469,0.8863409770687937,0.6261797190858978,0.6366332056027605,0.7763582274049285,0.0001
0.5436260616534376,0.8745540174111602,0.5014232955281697,0.8883349950149552,0.6282493876039174,0.6392072081767631,0.7807620322682004,0.0001
0.5371447149068798,0.8748394462680177,0.4954014044432413,0.8873379860418744,0.6272192631698671,0.6379202068897618,0.7785625389531351,0.0001
0.535279234896784,0.8724133009847296,0.4895953070076685,0.8883349950149552,0.6282493876039174,0.6392072081767631,0.7807620322682004,0.0001
0.5205624460085342,0.8761238761238761,0.4846504588448812,0.8883349950149552,0.6278272361469485,0.6392072081767631,0.7810013782939178,0.0001
0.52035822215826,0.871699728842586,0.4800282111243596,0.8893320039880359,0.6288462052390019,0.6404942094637646,0.7831934147723622,0.0001
0.519849038440479,0.8752675895533039,0.47583144453782883,0.8893320039880359,0.6288462052390019,0.6404942094637646,0.7831934147723622,0.0001
0.5113658806028432,0.8759811616954474,0.471897202588263,0.8883349950149552,0.6280320979025867,0.6391955081650631,0.7810009513560723,0.0001
0.5053509760086667,0.8722705865563009,0.46860747654286644,0.8883349950149552,0.6280320979025867,0.6391955081650631,0.7810009513560723,0.0001
0.5000679200710771,0.8788354502640217,0.4653505426314142,0.8873379860418744,0.6269756800264615,0.6389826063128171,0.7795274212028253,0.0001
0.5033378283999282,0.8749821606964464,0.464501355139036,0.8873379860418744,0.6274038185099788,0.6389826063128171,0.7792865600024926,3e-05
0.5010611345166485,0.8774083059797345,0.46364392943325494,0.8873379860418744,0.6274038185099788,0.6389826063128171,0.7792865600024926,3e-05
0.5017508853516078,0.8769801626944485,0.46276905352161046,0.8873379860418744,0.6274038185099788,0.6389826063128171,0.7792865600024926,3e-05
