loss,accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,val_kappa,learning_rate
1.4294969579672705,0.6723276723276723,1.2638891083853585,0.7068793619142573,0.21180881323143508,0.22352047597949237,0.3115622118201875,0.0001
1.2349298104439697,0.6898815470244042,1.1823795825716048,0.711864406779661,0.25857599353748595,0.2670857720038048,0.3893680219085738,0.0001
1.1735461717599058,0.6927358355929785,1.1324226222341023,0.7188434695912264,0.3052977425581206,0.30007584351846645,0.41790814405047827,0.0001
1.131740440720837,0.6993006993006993,1.1010202973607988,0.7138584247258225,0.3301414863989699,0.3251663341827276,0.4341487099044271,0.0001
1.101032834074813,0.7021549878692736,1.0709179923647927,0.7407776669990029,0.3627575475565597,0.3330056339424021,0.439300964527906,0.0001
1.0836663582281434,0.7032967032967034,1.0513925533446054,0.7337986041874377,0.3664553097156665,0.3535638749924464,0.45891573421910803,0.0001
1.0695235677505737,0.7037248465819894,1.036200723950825,0.7347956131605184,0.39472584282120404,0.37799919556359846,0.4557630797349783,0.0001
1.05426995503848,0.7057228485799915,1.0246109470488534,0.7377866400797607,0.40015742247569097,0.3897137474420847,0.4750404979959959,0.0001
1.0389346533442196,0.7038675610104181,1.0170329246256087,0.7377866400797607,0.4144431227563069,0.4183110694820297,0.4854895367457319,0.0001
1.038523429264761,0.7091479948622805,1.0047329001956515,0.7397806580259222,0.3887488031013886,0.3762147256292455,0.46825361359149154,0.0001
1.020224190806145,0.7130012844298559,0.9974901581567431,0.7337986041874377,0.4076997286151653,0.40625574922998814,0.4802281708292251,0.0001
1.0167764628722789,0.706436420722135,0.9918202440890055,0.7288135593220338,0.3978275217491413,0.40084804218293685,0.47239622112418655,0.0001
1.0151789497975345,0.7120022834308548,0.9863985379536947,0.7347956131605184,0.41076746696361555,0.4155595601731433,0.48355013550135506,0.0001
1.0029620970493038,0.7122877122877123,0.9826104834912315,0.7397806580259222,0.408989303261259,0.4073411650695023,0.4838184926442316,3e-05
0.9886630368014994,0.7171400028542886,0.9804669623337094,0.7337986041874377,0.40183278541432976,0.40087355204451225,0.47531563232263074,3e-05
0.9998499478923676,0.7071499928642786,0.978127848534357,0.7357926221335992,0.4100874361392884,0.41527650989009307,0.4854737486013837,3e-05
0.986342547146697,0.71143142571714,0.9765564950685652,0.7357926221335992,0.40576620715839906,0.40792640909736927,0.48091172208529764,3e-05
0.9817120907105268,0.7162837162837162,0.9760979882308415,0.7367896311066799,0.41098793397980676,0.41441531230758394,0.48564602130903933,9e-06
0.9909440619896536,0.7085771371485657,0.9757490484487443,0.732801595214357,0.40740233994854474,0.4135520048868995,0.480891971905241,9e-06
